-3.8268,4.0638,3.8200
-3.5257,2.9033,3.5190
-3.3497,2.2226,3.3429
-3.2247,3.1570,3.2179
-3.1278,2.0917,3.1210
-3.0486,2.4487,3.0419
-2.9817,3.0022,2.9749
-2.9237,3.1066,2.9169
-2.8268,2.6697,2.8200
-2.7476,2.6529,2.7408
-2.6507,2.3266,2.6439
-2.5715,2.3234,2.5647
-2.4844,2.3576,2.4776
-2.4118,2.4604,2.4050
-2.3354,2.7608,2.3286
-2.2470,0.8459,2.2402
-2.1736,-1.8994,2.1668
-2.0944,2.4150,2.0876
-2.0139,2.2067,2.0071
-1.9347,1.1614,1.9279
-1.8537,1.5981,1.8469
-1.7737,1.9819,1.7669
-1.6932,1.3683,1.6865
-1.6146,1.6119,1.6078
-1.5345,0.7137,1.5278
-1.4557,1.3897,1.4489
-1.3765,0.9985,1.3698
-1.2979,0.1816,1.2911
-1.2183,0.8106,1.2115
-1.1393,1.1014,1.1325
-1.0604,0.1840,1.0536
-0.9811,-0.8365,0.9743
-0.9020,0.4251,0.8952
-0.8229,0.4115,0.8161
-0.7436,0.9815,0.7369
-0.6645,1.1955,0.6577
-0.5855,-1.1257,0.5787
-0.5064,-0.5889,0.4997
-0.4273,0.2354,0.4205
-0.3482,-0.2411,0.3414
-0.2693,-0.2090,0.2625
-0.1902,0.4836,0.1834
-0.1111,0.2272,0.1043
-0.0320,-0.1277,0.0252
0.0471,0.2539,-0.0538
0.1261,-0.0076,-0.1329
0.2052,0.2533,-0.2120
0.2842,-0.2043,-0.2910
0.3633,-1.2178,-0.3701
0.4424,-0.0114,-0.4491
0.5214,-1.3033,-0.5282
0.6005,-2.0616,-0.6073
0.6795,-0.7732,-0.6863
0.7586,-0.7065,-0.7654
0.8377,-1.1330,-0.8444
0.9167,-1.0638,-0.9235
0.9958,-0.6973,-1.0026
1.0748,-1.1629,-1.0816
1.1539,-2.3845,-1.1607
1.2330,-2.0448,-1.2397
1.3120,-1.4706,-1.3188
1.3911,-1.1223,-1.3978
1.4701,-1.0485,-1.4769
1.5492,-1.3034,-1.5560
1.6282,-0.9777,-1.6350
1.7073,-1.3296,-1.7141
1.7864,-2.0091,-1.7931
1.8654,-4.9323,-1.8722
1.9445,-1.7490,-1.9513
2.0235,-2.7470,-2.0303
2.1026,-2.3378,-2.1094
2.1817,-1.9932,-2.1884
2.2607,-3.4059,-2.2675
2.3398,-2.8947,-2.3465
2.4188,-3.0426,-2.4256
2.4979,-3.6223,-2.5047
2.5769,-4.4783,-2.5837
2.6560,-3.2512,-2.6628
2.7351,-3.0341,-2.7418
2.8141,-3.9339,-2.8209
2.8932,-5.1042,-2.9000
2.9722,-4.5101,-2.9790
3.0513,-3.8178,-3.0581
3.1304,-4.3508,-3.1371
3.2094,-4.4686,-3.2162
3.2885,-4.1907,-3.2952
3.3675,-4.9777,-3.3743
3.4466,-4.8078,-3.4534
3.5256,-5.0196,-3.5324
3.6047,-6.2243,-3.6115
3.6838,-5.1904,-3.6905
3.7628,-5.1286,-3.7696
3.8419,-4.8393,-3.8487
3.9209,-5.4073,-3.9277
4.0000,-5.7753,-4.0068
